,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score_phrase,score,editors_choice,release_year,release_month,release_day
220,Ghost Squad,Wii,Shooter,Sega,0.42,0.21,0.08,0.07,0.79,Good,7.5,N,2007,11,20
221,Harry Potter and the Half-Blood Prince,Wii,Action,Electronic Arts,0.28,0.4,0.0,0.09,0.77,Good,7.7,N,2009,6,30
222,DJ Hero,Wii,Misc,Activision,0.47,0.23,0.0,0.07,0.77,Amazing,9.0,Y,2009,10,26
223,Raving Rabbids: Travel in Time,Wii,Adventure,Ubisoft,0.22,0.47,0.0,0.08,0.76,Good,7.0,N,2010,12,7
224,Portal 2,PC,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,Amazing,9.5,Y,2011,4,18
225,Drawn to Life: The Next Chapter,Wii,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76,Okay,6.2,N,2009,10,28
226,Monopoly Streets,Wii,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76,Okay,6.5,N,2010,11,19
227,Harvest Moon: Animal Parade,Wii,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76,Good,7.5,N,2009,11,20
228,Total War: Rome II,PC,Strategy,Sega,0.12,0.53,0.0,0.11,0.76,Great,8.8,Y,2013,9,6
229,WWE SmackDown vs. Raw 2010,Wii,Fighting,THQ,0.51,0.17,0.0,0.07,0.75,Great,8.0,N,2009,10,20
230,Madden NFL 11,Wii,Sports,Unknown,0.7,0.0,0.0,0.05,0.74,Good,7.5,N,2010,8,11
231,Namco Museum Remix,Wii,Misc,Atari,0.68,0.0,0.0,0.05,0.74,Mediocre,5.0,N,2007,11,14
232,Crysis 2,PC,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,Amazing,9.0,Y,2011,3,22
233,Indiana Jones and the Staff of Kings,Wii,Action,Activision,0.36,0.3,0.0,0.08,0.74,Mediocre,5.0,N,2009,6,12
234,Call of Duty: Ghosts,PC,Shooter,Activision,0.23,0.41,0.0,0.09,0.73,Great,8.8,N,2013,11,5
235,Madden NFL 10,Wii,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73,Great,8.2,N,2009,8,12
236,Dragon Age: Inquisition,PC,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73,Great,8.8,N,2014,11,11
237,Avatar: The Game,Wii,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73,Mediocre,5.9,N,2009,12,1
238,XCOM: Enemy Unknown,PC,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72,Great,8.2,N,2012,10,8
239,Crysis,PC,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,Amazing,9.4,Y,2007,11,12
240,Battlefield: Bad Company 2,PC,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,0.71,Great,8.9,Y,2010,3,2
241,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71,Good,7.0,N,2008,2,13
242,LEGO Rock Band,Wii,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71,Mediocre,5.5,N,2009,11,3
243,Football Manager 2014,PC,Sports,Sega,0.0,0.6,0.0,0.1,0.71,Great,8.0,N,2013,10,31
244,Assassin's Creed IV: Black Flag,PC,Action,Ubisoft,0.22,0.38,0.0,0.1,0.69,Great,8.5,N,2013,10,29
245,Bakugan: Battle Brawlers,Wii,Action,Activision,0.6,0.03,0.0,0.05,0.68,Okay,6.2,N,2009,10,20
246,The Last Story,Wii,Role-Playing,Nintendo,0.32,0.13,0.18,0.04,0.68,Great,8.5,Y,2012,2,23
247,Red Steel,Wii,Shooter,Ubisoft,0.55,0.04,0.04,0.05,0.68,Okay,6.0,N,2006,11,20
248,Mass Effect,PC,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68,Amazing,9.2,Y,2008,5,27
249,The Witcher 3: Wild Hunt,PC,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,Amazing,9.3,Y,2015,5,12
250,BioShock Infinite,PC,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,Amazing,9.5,Y,2013,3,21
251,TV Show King Party,Wii,Puzzle,Ubisoft,0.18,0.41,0.0,0.08,0.67,Mediocre,5.8,N,2008,12,11
252,Rock Band 3,Wii,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67,Great,8.5,Y,2010,10,28
253,Command & Conquer: Red Alert 3,PC,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,Great,8.2,N,2008,10,28
254,Rocksmith 2014,PC,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66,Amazing,9.0,Y,2013,10,22
255,Napoleon: Total War,PC,Strategy,Sega,0.02,0.52,0.0,0.12,0.66,Great,8.9,Y,2010,2,18
256,New Play Control! Pikmin,Wii,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,Great,8.0,N,2009,3,11
257,Real Heroes: Firefighter,Wii,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65,Good,7.7,N,2009,8,19
258,Crysis 3,PC,Shooter,Electronic Arts,0.17,0.39,0.0,0.09,0.64,Great,8.5,N,2013,2,19
259,Dragon Age II,PC,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64,Great,8.5,Y,2011,3,8
260,Donkey Kong Barrel Blast,Wii,Racing,Nintendo,0.2,0.26,0.11,0.06,0.64,Bad,4.5,N,2007,10,15
261,Okami,Wii,Action,Capcom,0.45,0.1,0.04,0.05,0.64,Amazing,9.0,Y,2008,4,11
262,Red Steel 2,Wii,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63,Great,8.6,Y,2010,3,23
263,DJ Hero 2,Wii,Misc,Activision,0.49,0.09,0.0,0.04,0.63,Great,8.5,Y,2010,10,26
264,The Sims 3: Generations,PC,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,Good,7.0,N,2011,5,31
265,Far Cry 4,PC,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,Great,8.5,N,2014,11,14
266,SpongeBob's Atlantis SquarePantis,Wii,Action,THQ,0.57,0.01,0.0,0.04,0.62,Mediocre,5.3,N,2007,11,21
267,Tomb Raider III: Adventures of Lara Croft,PC,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,Good,7.7,N,1998,12,10
268,Muramasa: The Demon Blade,Wii,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61,Great,8.9,Y,2009,9,4
269,Disney Sing It: Family Hits,Wii,Misc,Disney Interactive Studios,0.39,0.18,0.0,0.05,0.61,Okay,6.5,N,2010,8,6
270,New Play Control! Donkey Kong Jungle Beat,Wii,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61,Great,8.4,N,2009,5,6
271,The Golden Compass,Wii,Action,Sega,0.26,0.28,0.0,0.07,0.6,Awful,3.5,N,2007,12,13
272,Dead Space,PC,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59,Great,8.7,Y,2008,10,23
273,Assassin's Creed: Brotherhood,PC,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Great,8.0,N,2011,3,17
274,Iron Man,Wii,Action,Sega,0.31,0.22,0.0,0.06,0.59,Mediocre,5.0,N,2008,5,6
275,Total War: Shogun 2,PC,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,Amazing,9.0,Y,2011,3,16
276,Deus Ex: Human Revolution,PC,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59,Amazing,9.0,Y,2011,8,23
277,Top Spin 3,Wii,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,Good,7.0,N,2008,7,29
278,The Conduit,Wii,Shooter,Sega,0.29,0.23,0.0,0.06,0.58,Great,8.6,Y,2009,6,22
279,Trivial Pursuit,Wii,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58,Good,7.8,N,2009,3,10
280,The Legend of Spyro: Dawn of the Dragon,Wii,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.58,Good,7.0,N,2008,12,5
281,The Sims 3: World Adventures,PC,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58,Great,8.3,N,2009,11,17
282,Rayman Origins,Wii,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58,Amazing,9.5,Y,2011,11,9
283,Titanfall,PC,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58,Great,8.9,Y,2014,3,10
284,Tetris Party Deluxe,Wii,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58,Good,7.5,N,2010,7,12
285,Up,Wii,Action,THQ,0.23,0.28,0.0,0.06,0.57,Good,7.0,N,2009,7,20
286,No More Heroes,Wii,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57,Good,7.8,N,2008,1,22
287,Assassin's Creed II,PC,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57,Great,8.9,N,2010,3,12
288,Bolt,Wii,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.57,Mediocre,5.1,N,2008,11,24
289,Madagascar: Escape 2 Africa,Wii,Action,Activision,0.32,0.18,0.0,0.05,0.56,Bad,4.6,N,2008,11,14
290,Tiger Woods PGA Tour 11,Wii,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56,Amazing,9.0,Y,2010,6,9
291,Summer Sports: Paradise Island,Wii,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55,Bad,4.4,N,2008,4,29
292,Excite Truck,Wii,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54,Great,8.0,N,2006,11,15
293,Manhunt 2,Wii,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54,Good,7.7,N,2007,10,29
294,Madden NFL 13,Wii,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54,Great,8.3,N,2012,11,21
295,Tales of Symphonia: Dawn of the New World,Wii,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54,Okay,6.7,N,2008,11,10
296,Batman: Arkham City,PC,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,Amazing,9.5,Y,2011,11,29
297,GT Pro Series,Wii,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,Bad,4.0,N,2006,11,28
298,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,Fighting,Nintendo,0.45,0.04,0.0,0.04,0.52,Great,8.0,N,2009,11,12
299,Bully: Scholarship Edition,Wii,Action,Take-Two Interactive,0.17,0.29,0.0,0.06,0.52,Great,8.0,N,2008,2,29
300,Ratatouille,Wii,Action,THQ,0.44,0.04,0.0,0.04,0.52,Good,7.0,N,2007,6,26
301,The Sims 2: Open for Business,PC,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,Good,7.8,N,2006,3,14
302,My Word Coach,Wii,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.51,Okay,6.8,N,2007,12,14
303,Dragon Age: Origins,PC,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51,Amazing,9.0,Y,2009,11,3
304,StarCraft II: Legacy of the Void,PC,Strategy,Activision,0.18,0.29,0.0,0.04,0.51,Great,8.9,N,2015,11,21
305,Pro Evolution Soccer 2010,Wii,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,Great,8.1,N,2009,12,8
306,Fire Emblem: Radiant Dawn,Wii,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51,Great,8.0,N,2007,11,2
307,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,Platform,THQ,0.45,0.02,0.0,0.04,0.51,Bad,4.5,N,2008,1,8
308,Dishonored,PC,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51,Amazing,9.2,Y,2012,10,7
309,Babysitting Mama,Wii,Simulation,505 Games,0.34,0.12,0.0,0.04,0.5,Bad,4.5,N,2010,11,11
310,Madden NFL 07,Wii,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.5,Great,8.5,Y,2006,11,17
311,Fortune Street,Wii,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5,Good,7.0,N,2011,12,2
312,Medal of Honor,PC,Shooter,Electronic Arts,0.2,0.23,0.0,0.07,0.49,Okay,6.5,N,2010,10,12
313,Sniper: Art of Victory,PC,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,Awful,3.0,N,2008,11,14
314,Bass Pro Shops: The Strike,Wii,Sports,XS Games,0.45,0.0,0.0,0.03,0.49,Bad,4.8,N,2009,10,15
315,Far Cry 2,PC,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49,Great,8.9,Y,2008,10,21
316,Harry Potter and the Order of the Phoenix,Wii,Action,Electronic Arts,0.38,0.06,0.0,0.04,0.49,Good,7.8,N,2007,6,21
317,Dead Space Extraction,Wii,Shooter,Electronic Arts,0.33,0.11,0.01,0.04,0.48,Great,8.5,Y,2009,9,24
318,Active Life: Extreme Challenge,Wii,Sports,Namco Bandai Games,0.15,0.27,0.0,0.06,0.48,Mediocre,5.0,N,2009,9,4
319,The Sims 2: Pets,Wii,Simulation,Electronic Arts,0.42,0.03,0.0,0.04,0.48,Good,7.2,N,2007,6,18
320,Silent Hill: Shattered Memories,Wii,Action,Konami Digital Entertainment,0.23,0.19,0.01,0.05,0.48,Great,8.6,Y,2009,12,4
321,Pinball Hall of Fame: The Williams Collection,Wii,Misc,System 3 Arcade Software,0.42,0.03,0.0,0.04,0.48,Great,8.0,N,2008,3,14
322,World of Warcraft: Warlords of Draenor,PC,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48,Amazing,9.0,Y,2014,11,13
323,Football Manager 2015,PC,Simulation,Sega,0.0,0.43,0.0,0.05,0.48,Great,8.9,N,2014,11,7
324,FlingSmash,Wii,Action,Nintendo,0.38,0.01,0.07,0.02,0.48,Bad,4.0,N,2010,11,8
325,Spider-Man 3,Wii,Platform,Activision,0.42,0.02,0.0,0.04,0.48,Mediocre,5.7,N,2007,5,4
326,SimCity Creator,Wii,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48,Mediocre,5.9,N,2008,9,26
327,MySims Racing,Wii,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,Good,7.0,N,2009,6,24
328,WWE SmackDown vs. Raw 2011,Wii,Fighting,THQ,0.3,0.13,0.0,0.04,0.47,Good,7.5,N,2010,10,28
329,Petz Sports,Wii,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.47,Mediocre,5.0,N,2009,1,6
330,"Warhammer 40,000: Dawn of War II",PC,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,Amazing,9.0,Y,2009,2,17
331,Boom Blox Bash Party,Wii,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47,Great,8.5,Y,2009,5,19
332,The Sims 3: Ambitions,PC,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47,Great,8.0,N,2010,6,1
333,The Princess and the Frog,Wii,Platform,Disney Interactive Studios,0.29,0.13,0.0,0.04,0.47,Okay,6.9,N,2009,12,17
334,Tiger Woods PGA Tour 07,Wii,Sports,Electronic Arts,0.43,0.0,0.0,0.04,0.47,Good,7.0,N,2007,3,14
335,Crash of the Titans,Wii,Action,Vivendi Games,0.4,0.03,0.0,0.04,0.46,Okay,6.5,N,2007,10,16
336,Wolfenstein: The New Order,PC,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,Good,7.8,N,2014,5,20
337,Madden NFL 12,Wii,Sports,Electronic Arts,0.43,0.0,0.0,0.03,0.46,Good,7.0,N,2011,8,30
338,Pirates of the Caribbean: At World's End,Wii,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.46,Okay,6.5,N,2007,5,25
339,Crash: Mind Over Mutant,Wii,Platform,Vivendi Games,0.36,0.06,0.0,0.03,0.45,Okay,6.9,N,2008,10,14
340,Watch Dogs,PC,Action,Ubisoft,0.14,0.26,0.0,0.05,0.45,Great,8.4,N,2014,5,27
341,Thrillville: Off the Rails,Wii,Strategy,LucasArts,0.39,0.02,0.0,0.03,0.45,Good,7.8,N,2007,10,17
342,Samurai Warriors 3,Wii,Action,Nintendo,0.1,0.02,0.32,0.01,0.45,Awful,3.0,N,2010,9,28
343,Petz: Catz 2,Wii,Simulation,Ubisoft,0.41,0.01,0.0,0.03,0.45,Okay,6.0,N,2008,2,13
344,Celebrity Sports Showdown,Wii,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45,Bad,4.0,N,2008,11,11
345,Karaoke Revolution,Wii,Misc,Konami Digital Entertainment,0.24,0.16,0.0,0.04,0.45,Okay,6.8,N,2009,12,2
346,G-Force,Wii,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44,Good,7.3,N,2009,7,21
347,Sin and Punishment: Star Successor,Wii,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44,Amazing,9.0,Y,2010,6,27
348,Nicktoons: Attack of the Toybots,Wii,Platform,THQ,0.4,0.0,0.0,0.03,0.44,Okay,6.0,N,2007,11,19
349,FIFA 14,PC,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43,Amazing,9.0,Y,2013,9,23
350,Overwatch,PC,Shooter,Activision,0.22,0.18,0.0,0.04,0.43,Amazing,9.4,Y,2016,5,28
351,NBA Jam,Wii,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43,Great,8.5,Y,2010,10,5
352,2010 FIFA World Cup South Africa,Wii,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43,Okay,6.5,N,2010,4,28
353,Max Payne 3,PC,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43,Amazing,9.0,Y,2012,5,14
354,Microsoft Flight Simulator X,PC,Simulation,Microsoft Game Studios,0.02,0.34,0.0,0.07,0.43,Good,7.0,N,2006,12,1
355,NASCAR Kart Racing,Wii,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.43,Good,7.4,N,2009,2,10
356,Medal of Honor Heroes 2,Wii,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42,Great,8.4,Y,2007,11,8
357,NiGHTS: Journey of Dreams,Wii,Platform,Sega,0.33,0.03,0.04,0.03,0.42,Okay,6.5,N,2007,12,18
358,Monster Jam: Urban Assault,Wii,Racing,Activision,0.39,0.0,0.0,0.03,0.42,Mediocre,5.5,N,2008,12,31
359,Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42,Amazing,9.0,Y,2007,10,22
360,Fishing Resort,Wii,Sports,Namco Bandai Games,0.16,0.0,0.25,0.01,0.42,Good,7.0,N,2011,12,11
361,Tomb Raider: The Last Revelation,PC,Action,Eidos Interactive,0.41,0.0,0.0,0.0,0.41,Good,7.0,N,1999,12,10
362,BioShock,PC,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,Amazing,9.7,Y,2007,8,17
363,Six Flags Fun Park,Wii,Misc,Ubisoft,0.28,0.1,0.0,0.04,0.41,Bad,4.5,N,2009,4,14
364,Spore Hero,Wii,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41,Okay,6.1,N,2009,10,9
365,SpongeBob SquigglePants,Wii,Misc,THQ,0.36,0.03,0.0,0.03,0.41,Mediocre,5.0,N,2011,4,15
366,Call of Duty: Advanced Warfare,PC,Shooter,Activision,0.14,0.23,0.0,0.04,0.41,Amazing,9.1,Y,2014,11,3
367,No More Heroes 2: Desperate Struggle,Wii,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41,Great,8.8,Y,2010,1,21
368,Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,0.37,0.01,0.0,0.03,0.41,Okay,6.5,N,2006,12,1
369,Speed Racer: The Videogame,Wii,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0.0,0.03,0.41,Good,7.0,N,2008,5,9
370,Duke Nukem Forever,PC,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,Mediocre,5.5,N,2011,6,14
371,FIFA Soccer 13,PC,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41,Amazing,9.0,Y,2012,9,20
372,Super Monkey Ball: Step & Roll,Wii,Action,Sega,0.17,0.2,0.0,0.04,0.4,Good,7.8,N,2010,2,11
373,TMNT,Wii,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4,Mediocre,5.5,N,2007,3,21
374,Mafia II,PC,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,Good,7.0,N,2010,8,23
375,Mass Effect 2,PC,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.07,0.4,Amazing,9.6,Y,2010,1,22
376,NBA 2K10,Wii,Sports,Take-Two Interactive,0.36,0.0,0.0,0.03,0.39,Okay,6.5,N,2009,11,25
377,Brunswick Pro Bowling,Wii,Sports,505 Games,0.36,0.01,0.0,0.03,0.39,Mediocre,5.5,N,2007,10,1
378,Naruto: Clash of Ninja Revolution 2,Wii,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.39,Great,8.2,N,2008,10,20
379,Rune Factory: Frontier,Wii,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39,Great,8.3,N,2009,3,18
380,Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,0.19,0.17,0.0,0.03,0.39,Mediocre,5.5,N,2011,7,5
381,Age of Empires III,PC,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39,Great,8.8,Y,2005,10,14
382,Dawn of Discovery,PC,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39,Great,8.2,N,2009,7,15
383,Imagine: Party Babyz,Wii,Simulation,Ubisoft,0.34,0.02,0.0,0.03,0.39,Good,7.5,N,2008,12,8
384,The Dog Island,Wii,Adventure,Ubisoft,0.35,0.01,0.0,0.03,0.39,Good,7.0,N,2008,6,3
385,Cabela's Dangerous Hunts 2009,Wii,Sports,Activision Value,0.36,0.0,0.0,0.03,0.38,Bad,4.8,N,2008,10,21
386,Overlord: Dark Legend,Wii,Action,Codemasters,0.12,0.22,0.0,0.04,0.38,Good,7.5,N,2009,6,23
387,Virtua Tennis 2009,Wii,Sports,Sega,0.13,0.21,0.0,0.04,0.38,Good,7.8,N,2009,6,18
388,Saints Row: The Third,PC,Action,THQ,0.16,0.16,0.0,0.06,0.38,Great,8.5,Y,2011,11,21
389,Green Day: Rock Band,Wii,Misc,MTV Games,0.22,0.12,0.0,0.03,0.38,Great,8.0,N,2010,6,30
390,Need for Speed: Hot Pursuit,PC,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38,Amazing,9.0,Y,2010,11,30
391,Marvel Super Hero Squad,Wii,Fighting,THQ,0.31,0.03,0.0,0.03,0.38,Mediocre,5.8,N,2009,10,20
392,Mini Ninjas,Wii,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37,Good,7.6,N,2009,9,22
393,Tom Clancy's The Division,PC,Shooter,Ubisoft,0.2,0.14,0.0,0.03,0.37,Okay,6.7,N,2016,3,17
394,Tiger Woods PGA Tour 12: The Masters,Wii,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.37,Great,8.0,N,2011,3,29
395,Rage,PC,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,Great,8.5,Y,2011,10,4
396,Sid Meier's Civilization: Beyond Earth,PC,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.37,Good,7.9,N,2014,10,23
397,Left 4 Dead 2,PC,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37,Amazing,9.0,Y,2009,11,16
398,The Chronicles of Narnia: Prince Caspian,Wii,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36,Okay,6.3,N,2008,6,4
399,NHL 2K10,Wii,Sports,Take-Two Interactive,0.33,0.01,0.0,0.03,0.36,Great,8.0,N,2009,9,18
400,AMF Bowling World Lanes,Wii,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.36,Painful,2.5,N,2008,12,10
401,Teenage Mutant Ninja Turtles: Smash-Up,Wii,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.36,Good,7.0,N,2009,9,22
402,Chicken Shoot,Wii,Action,Zoo Digital Publishing,0.33,0.01,0.0,0.02,0.36,Painful,2.0,N,2007,7,17
403,Company of Heroes 2,PC,Strategy,THQ,0.06,0.25,0.0,0.05,0.36,Great,8.4,N,2013,6,26
404,Trauma Center: Second Opinion,Wii,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35,Great,8.0,N,2006,11,13
405,Battalion Wars 2,Wii,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35,Great,8.0,N,2007,10,31
406,Hannah Montana: The Movie,Wii,Adventure,Disney Interactive Studios,0.13,0.18,0.0,0.04,0.35,Painful,2.0,N,2009,4,13
407,Bee Movie Game,Wii,Action,Activision,0.31,0.01,0.0,0.03,0.34,Okay,6.8,N,2007,12,11
408,MX vs. ATV Untamed,Wii,Racing,THQ,0.29,0.03,0.0,0.03,0.34,Good,7.0,N,2008,2,29
409,Pandora's Tower,Wii,Role-Playing,Nintendo,0.13,0.1,0.08,0.03,0.33,Good,7.0,N,2012,4,13
410,Iron Man 2,Wii,Action,Sega,0.15,0.15,0.0,0.03,0.33,Mediocre,5.5,N,2010,5,21
411,Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,0.26,0.05,0.0,0.03,0.33,Mediocre,5.8,N,2009,9,17
412,Elebits,Wii,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33,Great,8.3,Y,2006,12,11
413,SSX Blur,Wii,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,Great,8.4,Y,2007,2,28
414,Karaoke Revolution Presents American Idol Encore 2,Wii,Misc,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.33,Mediocre,5.3,N,2008,11,24
415,Bleach: Shattered Blade,Wii,Fighting,Sega,0.22,0.01,0.08,0.02,0.33,Okay,6.3,N,2007,10,23
416,Dead Space 2,PC,Shooter,Electronic Arts,0.13,0.15,0.0,0.05,0.33,Amazing,9.0,Y,2011,1,21
417,Batman: Arkham Origins,PC,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.04,0.32,Good,7.8,N,2013,10,25
418,Bigfoot: Collision Course,Wii,Racing,Zoo Digital Publishing,0.3,0.0,0.0,0.02,0.32,Painful,2.1,N,2009,1,12
419,Batman: Arkham Asylum,PC,Action,Eidos Interactive,0.0,0.27,0.0,0.05,0.32,Amazing,9.3,Y,2009,9,11
420,The Settlers 7: Paths to a Kingdom,PC,Strategy,Ubisoft,0.0,0.26,0.0,0.06,0.32,Okay,6.0,N,2010,4,6
421,SimAnimals,Wii,Simulation,Electronic Arts,0.15,0.14,0.0,0.03,0.32,Mediocre,5.3,N,2009,1,29
422,My Horse & Me,Wii,Sports,Atari,0.27,0.02,0.0,0.03,0.32,Bad,4.5,N,2008,3,20
423,Monster Lab,Wii,Role-Playing,Eidos Interactive,0.28,0.02,0.0,0.02,0.32,Good,7.9,N,2008,11,11
424,Resident Evil Archives: Resident Evil,Wii,Action,Capcom,0.17,0.04,0.08,0.02,0.32,Great,8.0,N,2009,7,7
425,Fable III,PC,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05,0.32,Okay,6.0,N,2011,5,17
426,Might & Magic Heroes VI,PC,Role-Playing,Ubisoft,0.12,0.14,0.0,0.05,0.31,Great,8.0,Y,2011,10,25
427,Fishing Master,Wii,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,Mediocre,5.5,N,2007,10,22
428,The Incredible Hulk,Wii,Action,Sega,0.28,0.01,0.0,0.02,0.31,Mediocre,5.7,N,2008,6,10
